@relation whatever
@attribute url integer
@attribute sentiment_polarity real
@attribute sentiment_subjectivity real
@attribute absPolarity real
@attribute Clean tweet string
@attribute L {True, False}
@attribute dont {True, False}
@attribute feel {True, False}
@attribute becaus {True, False}
@attribute cant {True, False}
@attribute im {True, False}
@attribute still {True, False}
@attribute even {True, False}
@attribute again {True, False}
@attribute been {True, False}
@attribute day {True, False}
@attribute alway {True, False}
@attribute much {True, False}
@attribute sick {True, False}
@attribute it {True, False}
@attribute told {True, False}
@attribute week {True, False}
@attribute after {True, False}
@attribute back {True, False}
@attribute now {True, False}
@attribute come {True, False}
@attribute sinc {True, False}
@attribute pregnant {True, False}
@attribute i {True, False}
@attribute oh {True, False}
@attribute say {True, False}
@attribute caus {True, False}
@attribute while {True, False}
@attribute didnt {True, False}
@attribute mean {True, False}
@attribute 100 real
@attribute 101 real
@attribute 102 real
@attribute 103 real
@attribute 104 real
@attribute 105 real
@attribute 106 real
@attribute 107 real
@attribute 108 real
@attribute 109 real
@attribute 110 real
@attribute 111 real
@attribute 112 real
@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@data
0,0.02,0.93,0.02,'so sick of going through this pregnancy on my own',True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.7821375564324582,-0.021325546216200704,-0.052947913588669765,0.7727928550193558,0.01180537285931747,-0.05778342343350767,-0.04479630484998183,0.05576402102949952,-0.042543052620424966,0.0036046730904415484,0.07591482636384911,0.0060477284963541275,0.1252282008555782,0.011146955530885285,0.002543954059157646,-0.0001807806778985865,-0.001749486877339019,-0.01599919288559664,0.05358931017679025,0.016210057597968508,0.04445445849667681,0.05360119211725776,-0.007036111022009465,0.08798180047190221,-0.02670504627764341,0.1304065730095873
0,0.22,0.47,0.22,'think i just got a prank call saying apparently i took a pregnancy test a month ago and it came back positive lmao yh makes sense mate',True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,-0.05246704618103585,-0.7927805974509314,0.9145647513675305,0.8766311347592326,0.04973545685126248,0.3987471872256029,-0.8405079605729281,-0.4087384657009186,-0.06137337903249551,0.010175121759743281,-0.10510890836512926,0.018870014692348717,-0.053112803929570115,0.5267174558555691,0.8055804246945123,0.45670174717048906,0.9752995724531865,0.023751507783573107,-0.40171203436062,0.8111836159259866,-0.4237003504490947,0.06590089060793027,-0.006992381871950931,-0.09940985236394308,-0.014961036409584091,-0.04791490574428372
0,0.07,0.73,0.07,'like wayyy too many hours amp now that Im this far along in my pregnancy I dont want it anymore Im too tired',True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.7827773562132055,-0.2177070949315252,0.7821306050336964,1.0000437844145225,0.8528992969387713,-0.9256585318087345,-0.034642849943815245,-0.3582658762625435,0.022908563118332528,0.09359969351967704,-0.17665097403955995,-0.06186830574929248,-0.00263942472311296,1.0718779342171736,0.27130266796852387,1.1376381382892744,0.8582826848165851,0.8256732137521133,0.9204405527171801,0.0025868184664005,-0.3704780142316704,-0.019476425330611072,0.08143557070228166,-0.17063377767341914,0.0680055298701589,0.00948054626834415
0,-0.29,0.54,0.29,'Tomorrow ill be 19 weeks Then next week ill be 20 Thats already half way through my pregnancy Oh my where is the time going',True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.7738187268101221,-0.021278212160165136,-0.03960053926642394,0.7958548508361176,0.0036242166517015187,-0.012879211262728766,0.02148165803150811,0.007176025659213305,0.05314805806093747,-0.035736891419061764,-0.0034039051565306223,0.04962104029340298,-0.12887250757712107,0.02756478503981447,0.002753982996133098,0.004357981349009744,0.012758829313893664,-0.026358653681462806,0.0059908336829556175,-0.05463423646738799,-0.016601663767151838,-0.04534085603566624,-0.05201304428148178,-0.014885628501908447,0.0187679723309066,-0.1576163564018084
0,0.29,0.42,0.29,'I felt Lucys pregnant belly today for the first time but I didnt feel her baby kick ',True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0.047331122010481896,-0.8837637245956668,-0.12281900409701904,-0.13564495111670585,0.08115611258574991,-0.015417658498337185,-0.3849870158153554,0.7746179742657987,0.1568487658843136,0.050330291942664154,0.11279537313232445,-0.11077557005903918,-0.07650876729550164,1.186997459708339,0.8778976462847907,-0.18507758813118835,-0.13341218665992344,0.0852917974130172,0.016571266500348528,0.390926486926829,0.7700563091196849,-0.15520550809473788,0.0442686172702302,0.11116340710740319,0.1396494327726565,-0.09066899439653393
0,0.33,0.5,0.33,' Im your girlfriend that so happen to be pregnant with your child not your Babymomyoo I say this all the fuckin time',True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,0.7956519129778199,-0.16220594645881029,-0.15109419028344298,0.019671018420233187,-0.007820185315638405,0.45051607188853054,-0.7020940344618343,-0.4164189932925382,-0.08126843039917592,-0.029701923832819367,-0.023484499355153267,-0.0010396505066190946,-0.009809577818423919,1.675330180457137,0.19344356006630126,0.44512500280365674,-0.14548833488531343,-0.005328881858824633,-0.4490675928267317,0.7028404596302402,-0.4179893903637752,0.08074172766659166,-0.0285370550382315,-0.023131860727895717,-0.0017594958780013407,-0.0003809418470365986
0,0.33,0.5,0.33,'I still cant believe Naya is pregnant omg',True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.027326237694116913,-0.8360385090367177,-0.08442274001180289,-0.1453515844513091,-0.04467235159078253,0.03607943105599043,0.2520668178957849,0.14713225413634937,-0.9753686433338067,0.13036451271261773,0.222932887367908,0.6550760339520624,-0.09572127539551727,1.1891015774862295,0.828729945210581,-0.21484205188197272,-0.09638646638028557,-0.04172703555065665,-0.0358592835846636,-0.24812705438944632,0.14999427844844515,0.9712562031206511,0.13855398563459317,0.20440838291432617,-0.6681515564626909,-0.06584862277709028
0,-0.03,0.65,0.03,'yesterday watching Catfish I said it was crazy how a female could not know she was pregnant I thought it was impossible lol',True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.09171958179270723,-0.8019623470098184,0.8669093839386264,-0.07076688334230265,-0.11051138888570429,0.03795670820483663,0.09744880813945686,-0.05111835975467013,0.1198332451280574,0.04959616325034256,-0.06059843529579985,-0.009520544463761507,-0.019744212320367913,1.2410800977138763,0.7973211973511057,-0.1792325278176746,0.858047325767178,-0.10825440113521843,-0.03757147825773286,-0.09470531975086253,-0.048797929407248974,-0.12093599333861535,0.050065130360314215,-0.05932390176910118,0.006881239192454066,-0.01688116715096726
0,0.12,0.29,0.12,'Ally is gonna be a real life mom in 17 days or less and I still dont even believe that shes really pregnant ',True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0832893253014403,-0.8179344746803024,-0.09970433897830927,-0.17124981744251933,1.0460312653022006,0.0703942488066457,0.2294765150356362,-0.1554147984354366,-0.4631687977196467,0.7541609486395253,0.5579583349917867,0.6989454695805061,-0.0020126321127631377,1.2479965652112432,0.8125946346974958,-0.19203879561016504,-0.11276960370371224,1.0486160870405652,-0.07131257149168921,-0.2303051386465472,-0.15563095898193577,0.4597114819478372,0.7581918628581531,0.5348766683149734,-0.710349920869128,-0.031528749295158885
0,0.33,0.5,0.33,'Stg Im like pregnant Phoebe',True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1660996374525031,0.6012026794154559,-0.13236694995225115,-0.05481832291834079,-0.06811674323940504,0.031111588398463164,0.0501065133362746,0.028462512493886927,0.05068498324678182,-0.017249305169132177,-0.0319012946229989,0.013470555840409966,-0.02349885984609578,1.2676952430582902,-0.598550263727444,0.008710412764731985,-0.13641372650854192,-0.06709156598103802,-0.03094418662302675,-0.04875150812542378,0.02937035058695713,-0.050861582379368775,-0.017129720953039176,-0.031910909734726885,-0.01446796951233422,-0.022022236673146223
